station,valid,p01m,wxcodes
IJD,2022-12-01 00:04,T,-RA
IJD,2022-12-01 00:52,0.51,-RA
IJD,2022-12-01 01:52,T,M
IJD,2022-12-01 02:52,0.00,M
IJD,2022-12-01 03:52,0.00,M
IJD,2022-12-01 04:52,0.00,M
IJD,2022-12-01 05:52,0.00,M
IJD,2022-12-01 06:52,0.00,M
IJD,2022-12-01 07:52,0.00,M
IJD,2022-12-01 08:52,0.00,M
IJD,2022-12-01 09:52,0.00,M
IJD,2022-12-01 10:52,0.00,M
IJD,2022-12-01 11:52,0.00,M
IJD,2022-12-01 12:52,0.00,M
IJD,2022-12-01 13:52,0.00,M
IJD,2022-12-01 14:52,0.00,M
IJD,2022-12-01 15:52,0.00,M
IJD,2022-12-01 16:52,0.00,M
IJD,2022-12-01 17:52,0.00,M
IJD,2022-12-01 18:52,0.00,M
IJD,2022-12-01 19:52,0.00,M
IJD,2022-12-01 20:52,0.00,M
IJD,2022-12-01 21:52,0.00,M
IJD,2022-12-01 22:52,0.00,M
IJD,2022-12-01 23:52,0.00,M
IJD,2022-12-02 00:52,0.00,M
IJD,2022-12-02 01:52,0.00,M
IJD,2022-12-02 02:52,0.00,M
IJD,2022-12-02 03:52,0.00,M
IJD,2022-12-02 04:52,0.00,M
IJD,2022-12-02 05:52,0.00,M
IJD,2022-12-02 06:52,0.00,M
IJD,2022-12-02 07:52,0.00,M
IJD,2022-12-02 08:52,0.00,M
IJD,2022-12-02 09:52,0.00,M
IJD,2022-12-02 10:52,0.00,M
IJD,2022-12-02 11:52,0.00,M
IJD,2022-12-02 12:52,0.00,M
IJD,2022-12-02 13:52,0.00,M
IJD,2022-12-02 14:52,0.00,M
IJD,2022-12-02 15:52,0.00,M
IJD,2022-12-02 16:52,0.00,M
IJD,2022-12-02 17:52,0.00,M
IJD,2022-12-02 18:52,0.00,M
IJD,2022-12-02 19:52,0.00,M
IJD,2022-12-02 20:52,0.00,M
IJD,2022-12-02 21:52,0.00,M
IJD,2022-12-02 22:52,0.00,M
IJD,2022-12-02 23:52,0.00,M
IJD,2022-12-03 00:52,0.00,M
IJD,2022-12-03 01:52,0.00,M
IJD,2022-12-03 02:52,0.00,M
IJD,2022-12-03 03:52,0.00,M
IJD,2022-12-03 04:52,0.00,M
IJD,2022-12-03 05:52,0.00,M
IJD,2022-12-03 06:52,0.00,M
IJD,2022-12-03 07:52,0.00,M
IJD,2022-12-03 08:52,0.00,M
IJD,2022-12-03 09:52,0.00,M
IJD,2022-12-03 10:25,0.00,M
IJD,2022-12-03 10:52,0.00,M
IJD,2022-12-03 11:06,0.00,M
IJD,2022-12-03 11:22,0.00,M
IJD,2022-12-03 11:33,0.00,M
IJD,2022-12-03 11:52,0.00,M
IJD,2022-12-03 12:52,0.00,M
IJD,2022-12-03 13:52,T,BR
IJD,2022-12-03 14:41,T,-RA BR
IJD,2022-12-03 14:52,T,-RA
IJD,2022-12-03 15:52,0.51,-RA BR
IJD,2022-12-03 16:22,1.52,RA BR
IJD,2022-12-03 16:52,3.05,RA BR
IJD,2022-12-03 17:52,2.03,RA BR
IJD,2022-12-03 18:17,1.27,RA BR
IJD,2022-12-03 18:35,2.29,RA BR
IJD,2022-12-03 18:50,3.05,RA BR
IJD,2022-12-03 18:52,3.05,RA BR
IJD,2022-12-03 19:09,1.27,RA BR
IJD,2022-12-03 19:52,2.79,-RA BR
IJD,2022-12-03 20:30,T,-RA BR
IJD,2022-12-03 20:52,T,-RA BR
IJD,2022-12-03 21:05,T,-RA BR
IJD,2022-12-03 21:12,T,-RA BR
IJD,2022-12-03 21:37,T,M
IJD,2022-12-03 21:52,T,M
IJD,2022-12-03 22:52,T,-RA
IJD,2022-12-03 23:52,T,M
IJD,2022-12-04 00:52,T,M
IJD,2022-12-04 01:02,0.00,M
IJD,2022-12-04 01:15,0.00,M
IJD,2022-12-04 01:52,0.00,M
IJD,2022-12-04 02:52,0.00,M
IJD,2022-12-04 03:52,0.00,M
IJD,2022-12-04 04:52,0.00,M
IJD,2022-12-04 05:52,0.00,M
IJD,2022-12-04 06:52,0.00,M
IJD,2022-12-04 07:52,0.00,M
IJD,2022-12-04 08:52,0.00,M
IJD,2022-12-04 09:52,0.00,M
IJD,2022-12-04 10:52,0.00,M
IJD,2022-12-04 11:52,0.00,M
IJD,2022-12-04 12:52,0.00,M
IJD,2022-12-04 13:52,0.00,M
IJD,2022-12-04 14:52,0.00,M
IJD,2022-12-04 15:52,0.00,M
IJD,2022-12-04 16:52,0.00,M
IJD,2022-12-04 17:52,0.00,M
IJD,2022-12-04 18:52,0.00,M
IJD,2022-12-04 19:52,0.00,M
IJD,2022-12-04 20:52,0.00,M
IJD,2022-12-04 21:52,0.00,M
IJD,2022-12-04 22:52,0.00,M
IJD,2022-12-04 23:52,0.00,M
IJD,2022-12-05 00:52,0.00,M
IJD,2022-12-05 01:52,0.00,M
IJD,2022-12-05 02:52,0.00,M
IJD,2022-12-05 03:52,0.00,M
IJD,2022-12-05 04:52,0.00,M
IJD,2022-12-05 05:52,0.00,M
IJD,2022-12-05 06:52,0.00,M
IJD,2022-12-05 07:52,0.00,M
IJD,2022-12-05 08:52,0.00,M
IJD,2022-12-05 09:52,0.00,M
IJD,2022-12-05 10:52,0.00,M
IJD,2022-12-05 11:52,0.00,M
IJD,2022-12-05 12:52,0.00,M
