station,valid,p01m,wxcodes
OXC,2020-12-01 00:12,0.51,M
OXC,2020-12-01 00:51,2.03,-RA BR
OXC,2020-12-01 01:51,T,-RA BR
OXC,2020-12-01 02:12,0.25,-RA BR
OXC,2020-12-01 02:26,0.76,-RA BR
OXC,2020-12-01 02:51,0.76,-RA BR
OXC,2020-12-01 03:51,0.25,BR
OXC,2020-12-01 04:51,0.00,M
OXC,2020-12-01 05:22,0.00,M
OXC,2020-12-01 05:42,0.00,M
OXC,2020-12-01 05:51,0.00,BR
OXC,2020-12-01 06:34,0.00,BR
OXC,2020-12-01 06:51,0.00,BR
OXC,2020-12-01 07:21,0.00,BR
OXC,2020-12-01 07:51,0.00,BR
OXC,2020-12-01 08:19,0.00,BR
OXC,2020-12-01 08:46,0.00,M
OXC,2020-12-01 08:51,0.00,M
OXC,2020-12-01 09:51,0.00,M
OXC,2020-12-01 10:51,0.00,M
OXC,2020-12-01 11:51,0.00,M
OXC,2020-12-01 12:51,0.00,M
OXC,2020-12-01 13:51,0.00,M
OXC,2020-12-01 14:51,0.00,M
OXC,2020-12-01 15:51,0.00,M
OXC,2020-12-01 16:51,0.00,M
OXC,2020-12-01 17:51,0.00,M
OXC,2020-12-01 18:51,0.00,M
OXC,2020-12-01 19:51,0.00,M
OXC,2020-12-01 20:51,0.00,M
OXC,2020-12-01 21:51,0.00,M
OXC,2020-12-01 22:51,0.00,M
OXC,2020-12-01 23:51,0.00,M
OXC,2020-12-02 00:51,0.00,M
OXC,2020-12-02 01:51,0.00,M
OXC,2020-12-02 02:51,0.00,M
OXC,2020-12-02 03:51,0.00,M
OXC,2020-12-02 04:51,0.00,M
OXC,2020-12-02 05:51,0.00,M
OXC,2020-12-02 06:51,0.00,M
OXC,2020-12-02 07:51,0.00,M
OXC,2020-12-02 08:51,0.00,M
OXC,2020-12-02 09:51,0.00,M
OXC,2020-12-02 10:51,0.00,M
OXC,2020-12-02 11:51,0.00,M
OXC,2020-12-02 12:51,0.00,M
OXC,2020-12-02 13:51,0.00,M
OXC,2020-12-02 14:51,0.00,M
OXC,2020-12-02 15:51,0.00,M
OXC,2020-12-02 16:41,0.00,M
OXC,2020-12-02 16:51,0.00,M
OXC,2020-12-02 17:51,0.00,M
OXC,2020-12-02 18:51,0.00,M
OXC,2020-12-02 19:51,0.00,M
OXC,2020-12-02 20:51,0.00,M
OXC,2020-12-02 21:51,0.00,M
OXC,2020-12-02 22:51,0.00,M
OXC,2020-12-02 23:51,0.00,M
OXC,2020-12-03 00:51,0.00,M
OXC,2020-12-03 01:51,0.00,M
OXC,2020-12-03 02:51,0.00,M
OXC,2020-12-03 03:51,0.00,M
OXC,2020-12-03 04:51,0.00,M
OXC,2020-12-03 05:51,0.00,M
OXC,2020-12-03 06:51,0.00,M
OXC,2020-12-03 07:51,0.00,M
OXC,2020-12-03 08:51,0.00,M
OXC,2020-12-03 09:51,0.00,M
OXC,2020-12-03 10:51,0.00,M
OXC,2020-12-03 11:51,0.00,M
OXC,2020-12-03 12:51,0.00,M
OXC,2020-12-03 13:51,0.00,M
OXC,2020-12-03 14:51,0.00,M
OXC,2020-12-03 15:51,0.00,M
OXC,2020-12-03 16:51,0.00,M
OXC,2020-12-03 17:51,0.00,M
OXC,2020-12-03 18:51,0.00,M
OXC,2020-12-03 19:51,0.00,M
OXC,2020-12-03 20:51,0.00,M
OXC,2020-12-03 21:51,0.00,M
OXC,2020-12-03 22:51,0.00,M
OXC,2020-12-03 23:51,0.00,M
OXC,2020-12-04 00:51,0.00,M
OXC,2020-12-04 01:51,0.00,M
OXC,2020-12-04 02:51,0.00,M
OXC,2020-12-04 03:51,0.00,M
OXC,2020-12-04 04:51,0.00,M
OXC,2020-12-04 05:51,0.00,M
OXC,2020-12-04 06:51,0.00,M
OXC,2020-12-04 07:51,0.00,M
OXC,2020-12-04 08:51,0.00,M
OXC,2020-12-04 09:51,0.00,M
OXC,2020-12-04 10:51,0.00,M
OXC,2020-12-04 11:51,0.00,M
OXC,2020-12-04 12:51,0.00,M
OXC,2020-12-04 13:51,0.00,M
OXC,2020-12-04 14:51,T,-RA
OXC,2020-12-04 15:51,T,M
OXC,2020-12-04 16:51,0.00,M
OXC,2020-12-04 17:51,0.00,M
OXC,2020-12-04 18:51,0.00,M
OXC,2020-12-04 19:51,0.00,M
OXC,2020-12-04 20:51,0.00,M
OXC,2020-12-04 21:51,T,-RA
OXC,2020-12-04 22:51,T,-RA
OXC,2020-12-04 23:48,1.02,-RA
OXC,2020-12-04 23:51,1.02,-RA
OXC,2020-12-04 23:55,0.25,-RA
OXC,2020-12-05 00:51,1.52,-RA BR
OXC,2020-12-05 01:51,1.27,-RA BR
OXC,2020-12-05 02:49,0.76,-RA BR
OXC,2020-12-05 02:51,0.76,-RA
OXC,2020-12-05 02:58,T,-RA
OXC,2020-12-05 03:44,0.51,-RA
OXC,2020-12-05 03:51,0.76,-RA
OXC,2020-12-05 04:03,T,-RA
OXC,2020-12-05 04:37,T,-RA
OXC,2020-12-05 04:49,T,-RA
OXC,2020-12-05 04:51,T,-RA
OXC,2020-12-05 05:33,0.25,-RA BR
OXC,2020-12-05 05:51,0.51,-RA BR
OXC,2020-12-05 06:04,0.25,-RA BR
OXC,2020-12-05 06:15,0.25,-RA BR
OXC,2020-12-05 06:23,0.25,-RA BR
OXC,2020-12-05 06:29,0.25,-RA BR
OXC,2020-12-05 06:39,0.25,-RA BR
OXC,2020-12-05 06:47,0.25,-RA BR
OXC,2020-12-05 06:51,0.25,-RA BR
OXC,2020-12-05 07:08,0.25,-RA BR
OXC,2020-12-05 07:11,0.25,-RA BR
OXC,2020-12-05 07:23,0.25,-RA BR
OXC,2020-12-05 07:51,0.25,-RA BR
OXC,2020-12-05 08:34,0.51,-RA BR
OXC,2020-12-05 08:51,0.76,-RA BR
OXC,2020-12-05 09:16,0.76,RA BR
OXC,2020-12-05 09:26,1.27,RA BR
OXC,2020-12-05 09:51,2.54,-RA BR
OXC,2020-12-05 10:02,0.51,RA
OXC,2020-12-05 10:51,4.06,RA
OXC,2020-12-05 11:51,4.57,RA
OXC,2020-12-05 12:09,2.29,RA
OXC,2020-12-05 12:51,7.11,RA
OXC,2020-12-05 13:51,4.32,RA
OXC,2020-12-05 14:43,3.30,-SN BR
OXC,2020-12-05 14:51,3.56,-SN BR
OXC,2020-12-05 15:00,T,-SN BR
