station,valid,p01m,wxcodes
BML,2021-12-01 00:52,0.00,M
BML,2021-12-01 01:52,0.00,M
BML,2021-12-01 02:52,0.00,M
BML,2021-12-01 03:52,0.00,M
BML,2021-12-01 04:52,0.00,M
BML,2021-12-01 05:52,T,M
BML,2021-12-01 06:12,0.00,M
BML,2021-12-01 06:50,T,-SN BR
BML,2021-12-01 06:52,T,-SN BR
BML,2021-12-01 07:24,T,-SN BR
BML,2021-12-01 07:34,T,-SN BR
BML,2021-12-01 07:52,T,-SN BR
BML,2021-12-01 08:06,T,-SN BR
BML,2021-12-01 08:52,T,M
BML,2021-12-01 09:52,T,M
BML,2021-12-01 10:47,0.00,M
BML,2021-12-01 10:52,0.00,M
BML,2021-12-01 11:17,0.00,M
BML,2021-12-01 11:33,0.00,M
BML,2021-12-01 11:52,0.00,M
BML,2021-12-01 12:27,0.00,M
BML,2021-12-01 12:52,0.00,M
BML,2021-12-01 13:26,0.00,M
BML,2021-12-01 13:52,0.00,M
BML,2021-12-01 14:52,T,-SN BR
BML,2021-12-01 15:27,T,M
BML,2021-12-01 15:52,T,M
BML,2021-12-01 16:42,T,M
BML,2021-12-01 16:52,T,M
BML,2021-12-01 17:11,0.00,M
BML,2021-12-01 17:37,0.00,M
BML,2021-12-01 17:44,0.00,M
BML,2021-12-01 17:52,0.00,M
BML,2021-12-01 18:00,0.00,M
BML,2021-12-01 18:52,0.00,M
BML,2021-12-01 19:00,0.00,M
BML,2021-12-01 19:52,0.00,M
BML,2021-12-01 20:52,0.00,M
BML,2021-12-01 21:52,0.00,M
BML,2021-12-01 22:52,0.00,M
BML,2021-12-01 23:52,0.00,M
BML,2021-12-02 00:52,0.00,M
BML,2021-12-02 01:52,0.00,M
BML,2021-12-02 02:52,0.00,M
BML,2021-12-02 03:52,0.00,M
BML,2021-12-02 04:52,0.00,M
BML,2021-12-02 05:52,0.00,M
BML,2021-12-02 06:52,0.00,M
BML,2021-12-02 07:52,0.00,M
BML,2021-12-02 08:52,0.00,M
BML,2021-12-02 09:52,0.00,M
BML,2021-12-02 10:22,T,-SN BR
BML,2021-12-02 10:31,T,-SN BR
BML,2021-12-02 10:36,T,-SN BR
BML,2021-12-02 10:52,T,M
BML,2021-12-02 11:17,T,-SN BR
BML,2021-12-02 11:52,T,-SN BR
BML,2021-12-02 12:05,T,-SN BR
BML,2021-12-02 12:18,0.25,-SN BR
BML,2021-12-02 12:23,0.25,-SN BR
BML,2021-12-02 12:52,0.25,M
BML,2021-12-02 13:52,0.00,M
BML,2021-12-02 14:07,0.00,M
BML,2021-12-02 14:52,0.00,M
BML,2021-12-02 15:50,0.00,M
BML,2021-12-02 15:52,0.00,M
BML,2021-12-02 16:45,0.00,M
BML,2021-12-02 16:52,0.00,M
BML,2021-12-02 17:52,T,M
BML,2021-12-02 18:52,0.00,M
BML,2021-12-02 19:52,T,M
BML,2021-12-02 20:29,T,M
BML,2021-12-02 20:52,T,-RA
BML,2021-12-02 21:52,T,M
BML,2021-12-02 22:15,0.00,M
BML,2021-12-02 22:52,T,-RA BR
BML,2021-12-02 23:52,T,M
BML,2021-12-03 00:52,1.02,-RA
BML,2021-12-03 01:01,T,-RA
BML,2021-12-03 01:22,T,-RA
BML,2021-12-03 01:52,T,-RA
BML,2021-12-03 02:52,T,M
BML,2021-12-03 03:52,0.00,M
BML,2021-12-03 04:52,0.25,M
BML,2021-12-03 05:18,T,-RA
BML,2021-12-03 05:52,T,M
BML,2021-12-03 06:12,T,-RA
BML,2021-12-03 06:29,T,M
BML,2021-12-03 06:38,T,M
BML,2021-12-03 06:52,T,M
BML,2021-12-03 07:09,0.00,M
BML,2021-12-03 07:43,T,-SN
BML,2021-12-03 07:52,T,-SN
BML,2021-12-03 08:06,T,M
BML,2021-12-03 08:52,T,-SN
BML,2021-12-03 09:05,T,UP
BML,2021-12-03 09:52,0.25,-SN
BML,2021-12-03 10:49,T,-SN
BML,2021-12-03 10:52,T,UP
BML,2021-12-03 11:00,T,-SN
BML,2021-12-03 11:13,T,-SN
BML,2021-12-03 11:38,T,-SN
BML,2021-12-03 11:52,T,-SN
BML,2021-12-03 12:50,T,-SN
BML,2021-12-03 12:52,T,-SN
BML,2021-12-03 13:20,T,-SN
BML,2021-12-03 13:29,T,UP
BML,2021-12-03 13:52,T,M
BML,2021-12-03 14:52,0.00,M
BML,2021-12-03 15:52,T,M
BML,2021-12-03 16:52,0.00,M
BML,2021-12-03 17:52,0.00,M
BML,2021-12-03 18:52,0.00,M
BML,2021-12-03 19:52,0.00,M
BML,2021-12-03 20:52,0.00,M
BML,2021-12-03 21:52,0.00,M
BML,2021-12-03 22:52,0.00,M
BML,2021-12-03 23:52,0.00,M
BML,2021-12-04 00:52,0.00,M
BML,2021-12-04 01:52,0.00,M
BML,2021-12-04 02:52,0.00,M
BML,2021-12-04 03:52,0.00,M
BML,2021-12-04 04:52,0.00,M
BML,2021-12-04 05:52,0.00,M
BML,2021-12-04 06:52,0.00,M
BML,2021-12-04 07:52,0.00,M
BML,2021-12-04 08:52,0.00,M
BML,2021-12-04 09:52,0.00,M
BML,2021-12-04 10:52,0.00,M
BML,2021-12-04 11:52,0.00,M
BML,2021-12-04 12:52,0.00,M
BML,2021-12-04 13:52,0.00,M
BML,2021-12-04 14:52,0.00,M
BML,2021-12-04 15:52,0.00,M
