station,valid,p01m,wxcodes
DAW,2021-12-01 00:51,0.00,M
DAW,2021-12-01 01:51,0.00,M
DAW,2021-12-01 02:51,0.00,M
DAW,2021-12-01 03:51,0.00,M
DAW,2021-12-01 04:51,0.00,M
DAW,2021-12-01 05:51,0.00,M
DAW,2021-12-01 06:51,0.00,M
DAW,2021-12-01 07:51,0.00,M
DAW,2021-12-01 08:51,0.00,M
DAW,2021-12-01 09:51,0.00,M
DAW,2021-12-01 10:51,0.00,M
DAW,2021-12-01 11:51,0.00,M
DAW,2021-12-01 12:51,0.00,M
DAW,2021-12-01 13:51,0.00,M
DAW,2021-12-01 14:51,0.00,M
DAW,2021-12-01 15:51,0.00,M
DAW,2021-12-01 16:51,0.00,M
DAW,2021-12-01 17:51,0.00,M
DAW,2021-12-01 18:51,0.00,M
DAW,2021-12-01 19:51,0.00,M
DAW,2021-12-01 20:51,0.00,M
DAW,2021-12-01 21:51,0.00,M
DAW,2021-12-01 22:51,0.00,M
DAW,2021-12-01 23:51,0.00,M
DAW,2021-12-02 00:51,0.00,M
DAW,2021-12-02 01:51,0.00,M
DAW,2021-12-02 02:51,0.00,M
DAW,2021-12-02 03:51,0.00,M
DAW,2021-12-02 04:51,0.00,M
DAW,2021-12-02 05:51,0.00,M
DAW,2021-12-02 06:51,0.00,M
DAW,2021-12-02 07:51,0.00,M
DAW,2021-12-02 08:51,0.00,M
DAW,2021-12-02 09:12,0.00,M
DAW,2021-12-02 09:19,0.00,M
DAW,2021-12-02 09:51,T,M
DAW,2021-12-02 10:26,T,-SN
DAW,2021-12-02 10:51,T,UP
DAW,2021-12-02 10:59,0.25,-FZRA
DAW,2021-12-02 11:22,1.02,FZRA BR
DAW,2021-12-02 11:48,1.78,-FZRA BR
DAW,2021-12-02 11:51,1.78,FZRA BR
DAW,2021-12-02 12:26,1.27,-FZRA BR
DAW,2021-12-02 12:34,1.52,-FZRA BR
DAW,2021-12-02 12:41,1.78,-RA BR
DAW,2021-12-02 12:49,2.03,RA BR
DAW,2021-12-02 12:51,2.03,RA BR
DAW,2021-12-02 12:59,0.25,-RA BR
DAW,2021-12-02 13:06,0.51,-RA BR
DAW,2021-12-02 13:12,0.51,-RA BR
DAW,2021-12-02 13:24,0.76,-RA BR
DAW,2021-12-02 13:44,1.02,-RA BR
DAW,2021-12-02 13:51,1.27,-RA BR
DAW,2021-12-02 14:46,T,BR
DAW,2021-12-02 14:51,T,BR
DAW,2021-12-02 15:42,T,FG
DAW,2021-12-02 15:51,T,-RA FG
DAW,2021-12-02 16:13,T,BR
DAW,2021-12-02 16:43,T,BR
DAW,2021-12-02 16:45,T,BR
DAW,2021-12-02 16:51,T,BR
DAW,2021-12-02 17:11,0.00,BR
DAW,2021-12-02 17:21,0.00,BR
DAW,2021-12-02 17:51,0.00,BR
DAW,2021-12-02 17:59,0.00,BR
DAW,2021-12-02 18:51,0.00,BR
DAW,2021-12-02 19:02,0.00,M
DAW,2021-12-02 19:51,0.00,BR
DAW,2021-12-02 20:51,0.00,BR
DAW,2021-12-02 21:51,T,M
DAW,2021-12-02 22:51,0.25,-RA
DAW,2021-12-02 23:51,T,M
DAW,2021-12-03 00:51,0.00,M
DAW,2021-12-03 01:51,0.00,M
DAW,2021-12-03 02:51,0.51,-RA
DAW,2021-12-03 03:51,T,M
DAW,2021-12-03 04:51,0.00,M
DAW,2021-12-03 05:51,T,M
DAW,2021-12-03 06:51,0.00,M
DAW,2021-12-03 07:51,0.00,M
DAW,2021-12-03 08:51,T,-RA
DAW,2021-12-03 09:02,T,M
DAW,2021-12-03 09:17,T,M
DAW,2021-12-03 09:27,T,M
DAW,2021-12-03 09:51,T,M
DAW,2021-12-03 09:59,T,-RA
DAW,2021-12-03 10:06,T,M
DAW,2021-12-03 10:51,T,M
DAW,2021-12-03 11:51,0.00,M
DAW,2021-12-03 12:51,0.00,M
DAW,2021-12-03 13:51,0.00,M
DAW,2021-12-03 14:51,0.00,M
DAW,2021-12-03 15:51,0.00,M
DAW,2021-12-03 16:51,0.00,M
DAW,2021-12-03 17:51,0.00,M
DAW,2021-12-03 18:51,0.00,M
DAW,2021-12-03 19:51,0.00,M
DAW,2021-12-03 20:51,0.00,M
DAW,2021-12-03 21:51,0.00,M
DAW,2021-12-03 22:51,0.00,M
DAW,2021-12-03 23:51,0.00,M
DAW,2021-12-04 00:51,0.00,M
DAW,2021-12-04 01:51,0.00,M
DAW,2021-12-04 02:51,0.00,M
DAW,2021-12-04 03:51,0.00,M
DAW,2021-12-04 04:51,0.00,M
DAW,2021-12-04 05:51,0.00,M
DAW,2021-12-04 06:51,0.00,M
DAW,2021-12-04 07:51,0.00,M
DAW,2021-12-04 08:51,0.00,M
DAW,2021-12-04 09:51,0.00,M
DAW,2021-12-04 10:51,0.00,M
DAW,2021-12-04 11:51,0.00,M
DAW,2021-12-04 12:51,0.00,M
DAW,2021-12-04 13:51,0.00,M
DAW,2021-12-04 14:51,0.00,M
DAW,2021-12-04 15:51,0.00,M
DAW,2021-12-04 16:51,0.00,M
DAW,2021-12-04 17:51,0.00,M
DAW,2021-12-04 18:51,0.00,M
DAW,2021-12-04 19:51,0.00,M
DAW,2021-12-04 20:51,0.00,M
DAW,2021-12-04 21:51,0.00,M
DAW,2021-12-04 22:51,0.00,M
DAW,2021-12-04 23:51,0.00,M
DAW,2021-12-05 00:51,T,M
DAW,2021-12-05 01:51,0.00,M
DAW,2021-12-05 02:51,0.00,M
DAW,2021-12-05 03:51,0.00,M
DAW,2021-12-05 04:51,0.00,M
DAW,2021-12-05 05:51,0.00,M
DAW,2021-12-05 06:51,0.00,M
DAW,2021-12-05 07:51,0.00,M
DAW,2021-12-05 08:51,0.00,M
DAW,2021-12-05 09:51,0.00,M
DAW,2021-12-05 10:51,0.00,M
DAW,2021-12-05 11:51,0.00,M
DAW,2021-12-05 12:51,0.00,M
DAW,2021-12-05 13:51,0.00,M
DAW,2021-12-05 14:51,0.00,M
DAW,2021-12-05 15:51,0.00,M
DAW,2021-12-05 16:51,0.00,M
DAW,2021-12-05 17:51,0.00,M
DAW,2021-12-05 18:51,0.00,M
DAW,2021-12-05 19:51,0.00,M
DAW,2021-12-05 20:51,0.00,M
DAW,2021-12-05 21:51,0.00,M
DAW,2021-12-05 22:51,0.00,M
DAW,2021-12-05 23:51,0.00,M
DAW,2021-12-06 00:51,0.00,M
DAW,2021-12-06 01:51,0.00,M
DAW,2021-12-06 02:51,0.00,M
DAW,2021-12-06 03:51,0.00,M
DAW,2021-12-06 04:51,0.00,M
DAW,2021-12-06 05:51,T,UP
DAW,2021-12-06 06:51,T,M
DAW,2021-12-06 07:51,0.00,M
DAW,2021-12-06 08:51,0.00,M
DAW,2021-12-06 09:51,0.00,M
DAW,2021-12-06 10:51,T,M
DAW,2021-12-06 11:08,0.00,M
DAW,2021-12-06 11:51,0.76,-RA BR
DAW,2021-12-06 12:16,T,M
DAW,2021-12-06 12:47,0.25,-RA
DAW,2021-12-06 12:51,0.25,-RA
DAW,2021-12-06 13:01,0.76,RA BR
DAW,2021-12-06 13:20,2.03,-RA BR
DAW,2021-12-06 13:23,2.29,-RA BR
