station,valid,p01m,wxcodes
LCI,2020-12-01 00:56,0.76,-RA
LCI,2020-12-01 01:56,4.06,-RA BR
LCI,2020-12-01 02:21,T,-RA
LCI,2020-12-01 02:56,0.25,RA
LCI,2020-12-01 03:31,0.76,-RA
LCI,2020-12-01 03:56,0.76,-RA
LCI,2020-12-01 04:56,0.25,-RA
LCI,2020-12-01 05:56,T,M
LCI,2020-12-01 06:56,0.00,M
LCI,2020-12-01 07:44,0.00,M
LCI,2020-12-01 07:56,0.00,M
LCI,2020-12-01 08:31,T,-RA
LCI,2020-12-01 08:56,T,M
LCI,2020-12-01 09:51,0.00,M
LCI,2020-12-01 09:56,0.00,M
LCI,2020-12-01 10:56,0.00,M
LCI,2020-12-01 11:56,0.00,M
LCI,2020-12-01 12:56,0.00,M
LCI,2020-12-01 13:40,0.00,M
LCI,2020-12-01 13:56,0.00,M
LCI,2020-12-01 14:56,0.00,M
LCI,2020-12-01 15:56,0.00,M
LCI,2020-12-01 16:56,0.00,M
LCI,2020-12-01 17:56,T,M
LCI,2020-12-01 18:56,0.00,M
LCI,2020-12-01 19:56,0.00,M
LCI,2020-12-01 20:56,0.00,M
LCI,2020-12-01 21:56,0.00,M
LCI,2020-12-01 22:56,0.00,M
LCI,2020-12-01 23:56,0.00,M
LCI,2020-12-02 00:56,0.00,M
LCI,2020-12-02 01:56,0.00,M
LCI,2020-12-02 02:56,T,-RA
LCI,2020-12-02 03:56,T,M
LCI,2020-12-02 04:56,0.00,M
LCI,2020-12-02 05:56,0.00,M
LCI,2020-12-02 06:56,0.00,M
LCI,2020-12-02 07:56,0.00,M
LCI,2020-12-02 08:56,0.00,M
LCI,2020-12-02 09:56,0.00,M
LCI,2020-12-02 10:56,0.00,M
LCI,2020-12-02 11:56,0.00,M
LCI,2020-12-02 12:56,0.00,M
LCI,2020-12-02 13:56,0.00,M
LCI,2020-12-02 14:56,0.00,M
LCI,2020-12-02 15:56,0.00,M
LCI,2020-12-02 16:56,0.00,M
LCI,2020-12-02 17:56,0.00,M
LCI,2020-12-02 18:56,T,-RA
LCI,2020-12-02 19:56,T,-RA
LCI,2020-12-02 20:56,T,-RA
LCI,2020-12-02 21:56,T,M
LCI,2020-12-02 22:56,0.00,M
LCI,2020-12-02 23:56,0.00,M
LCI,2020-12-03 00:56,0.00,M
LCI,2020-12-03 01:56,T,-SN
LCI,2020-12-03 02:56,T,M
LCI,2020-12-03 03:56,0.00,M
LCI,2020-12-03 04:56,0.00,M
LCI,2020-12-03 05:56,0.00,M
LCI,2020-12-03 06:56,0.00,M
LCI,2020-12-03 07:56,0.00,M
LCI,2020-12-03 08:56,0.00,M
LCI,2020-12-03 09:56,0.00,M
LCI,2020-12-03 10:56,0.00,M
LCI,2020-12-03 11:56,0.00,M
LCI,2020-12-03 12:56,0.00,M
LCI,2020-12-03 13:56,0.00,M
LCI,2020-12-03 14:56,0.00,M
LCI,2020-12-03 15:56,0.00,M
LCI,2020-12-03 16:56,0.00,M
LCI,2020-12-03 17:56,0.00,M
LCI,2020-12-03 18:56,0.00,M
LCI,2020-12-03 19:56,0.00,M
LCI,2020-12-03 20:56,0.00,M
LCI,2020-12-03 21:56,0.00,M
LCI,2020-12-03 22:56,0.00,M
LCI,2020-12-03 23:56,0.00,M
LCI,2020-12-04 00:56,0.00,M
LCI,2020-12-04 01:56,0.00,M
LCI,2020-12-04 02:56,0.00,M
LCI,2020-12-04 03:56,0.00,M
LCI,2020-12-04 04:56,0.00,M
LCI,2020-12-04 05:56,0.00,M
LCI,2020-12-04 06:56,0.00,M
LCI,2020-12-04 07:56,0.00,M
LCI,2020-12-04 08:56,0.00,M
LCI,2020-12-04 09:56,0.00,M
LCI,2020-12-04 10:56,0.00,M
LCI,2020-12-04 11:56,0.00,M
LCI,2020-12-04 12:56,0.00,M
LCI,2020-12-04 13:56,0.00,M
LCI,2020-12-04 14:56,0.00,M
LCI,2020-12-04 15:56,0.00,M
LCI,2020-12-04 16:56,0.00,M
LCI,2020-12-04 17:56,0.00,M
